Nombre,PadreID,PadreText,Rama,Carácter,Nivel,Orden,Suborden,Ministerio,Tipo de Documento,Número de Documento,Sigla,Teléfono 1,Teléfono 2,Teléfono 3,Fax,Sitio Web,Dirección,Departamento,Municipio,Representante Legal,Latitud,Longitud,Descripcion,imagen,
Alcaldía Municipal de Páramo en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68533,,5788797744,,,5777258906,http://www.paramo-santander.gov.co,Carrera 3 # 3 - 40,SANTANDER,PÁRAMO,,4.191419,-74.487204,,http://paramo-santander.gov.co/apc-aa-files/65666236353134363339643832363932/escudo.jpg,
Alcaldía Municipal de Paratebueno en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25530,,5787363367,,,5716769084,http://www.paratebueno-cundinamarca.gov.co,Carrera 9 # 3 - 34,CUNDINAMARCA,PARATEBUENO,Dumar Albeiro David,5.690002,-73.227927,"A través de la Gestión Administrativa lograremos el mejoramiento continúo de la calidad de vida de sus habitantes, garantizando la prestación de los servicios que demanda la comunidad desde el ejercicio de una Administración eficiente con procesos de Planeación, Organización, Dirección, Ejecución y Control, con énfasis en la calidad de los servicios y procurando un desarrollo Socio-económico sostenible ambientalmente y con plena Participación y liderazgo Ciudadano enmarcada en los principios constitucionales.",http://paratebueno-cundinamarca.gov.co/apc-aa-files/30663130643634353962306538636435/logo-municipio-1.jpg,
Alcaldía Municipal de Pasca en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25535,,5718490226,,,5718688086,http://www.pasca-cundinamarca.gov.co,Carrera 12 # 2 - 06,CUNDINAMARCA,PASCA,,6.442562,-72.460628,"Por medio de una óptima gestión administrativa brindar a los habitantes del municipio de Pasca una mejor calidad de vida a través de acciones efectivas en el cumplimiento de las funciones Constitucionales y legales que garanticen la prestación de los servicios a su cargo, bajo los principios de equidad, prevalecía del interés general sobre el particular, prioridad de la inversión social, el saneamiento fiscal y el manejo sagrado de lo público.",http://pasca-cundinamarca.gov.co/apc-aa-files/64653331346337653436623964616639/escudo-pasca.jpg,
Alcaldía Municipal de Pasto en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52001,,5782530201,,,5727292000,http://www.pasto.gov.co,Sede Anga#y Los Rosales II Pasto,NARIÑO,PASTO,,6.415494,-73.169347,"El Municipio de Pasto es una entidad territorial que establece las políticas y estrategias para promover el desarrollo y la productividad con ética pública y transparencia, satisfaciendo las necesidades básicas de sus ciudadanos para generar una mejor calidad de vida.",http://www.culturapasto.gov.co/images/stories/2009/diciembre/escudoorg.jpg,
Alcaldía Municipal de Patía en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19532,,5744548300,,,,http://www.patia-cauca.gov.co,Carrera 3 # 4-67,CAUCA,PATÍA,,4.376405,-73.21691," El Municipio de Patía Cauca, es una entidad territorial comprometida con la satisfacción de las necesidades básicas de su población, aprovechando su ubicación geográfica, las fuentes de financiación y el desarrollo tecnológico, busca a través de la permanente interacción de la comunidad y la Administración Municipal, efectividad y honestidad en su gestión, para posicionarlo como municipio piloto en la promoción de la calidad de vida de sus habitantes, dando? preferencia a la primera infancia, la niñez, la adolescencia en situación de pobreza extrema.",http://patia-cauca.gov.co/apc-aa-files/65383437303361373636613330616638/ESCUDO_1.JPG,
Alcaldía Municipal de Pauna en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15531,,577669519,,,5787253270,http://www.pauna-boyaca.gov.co,Carrera 5 # 5 - 68,BOYACÁ,PAUNA,,4.347212,-74.366098,"El Municipio de Pauna como entidad territorial fundamental del Estado, es el encargado de prestar de manera eficiente y eficaz los servicios públicos que determina la Ley, administrar los recursos disponibles y ejecutar proyectos que demande su desarrollo integral, fundamentando su gestión en la participación comunitaria.",http://pauna-boyaca.gov.co/apc-aa-files/38646463373931643861616138306133/escudo-pauna.jpg,
Alcaldía Municipal de Paya en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15533,,5728498281,,,5786359360,http://www.paya-boyaca.gov.co,Calle 3 # 3-45,BOYACÁ,PAYA,,1.205884,-77.285787,"La administración municipal del municipio de Paya, trabaja en la dinamización y cumplimiento del plan de desarrollo, mediante el establecimiento de políticas y estrategias que promueven el desarrollo y la productividad con transparencia y ética pública, satisfaciendo las necesidades básicas de la comunidad para garantizar una mejor calidad de vida.",http://paya-boyaca.gov.co/apc-aa-files/63313635393665383265633939616366/paya-ruta-del-bicentenario.gif,
Alcaldía Municipal de Paz de Ariporo en Casanare,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,85250,,5756890007,,,5786373013,http://www.pazdeariporo-casanare.gov.co,Calle 10 # 8-03,CASANARE,PAZ DE ARIPORO,Edgar Bejarano García,2.110924,-76.986576,"La Alcaldía municipal de Paz de Ariporo, se compromete a garantizar la prestación efectiva de los servicios a la comunidad, a través del mejoramiento continuo de los procesos, fomentando la participación ciudadana en cumplimiento de la constitución política de Colombia y la ley optimizando el talento humano y los recursos financieros, económicos, físicos y ambientales, para aumentar la confianza y satisfacción del usuario y promover el desarrollo sostenible.",http://www.pazdeariporo-casanare.gov.co/Style%20Library/img/municipio.png,
Alcaldía Municipal de Paz de Río en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15537,,5748575015,5748575085,5748575041,5787865133,http://www.pazderio-boyaca.gov.co,Carrera 3 # 7 - 50,BOYACÁ,PAZ DE RÍO,,5.656682,-73.979138,"La Alcaldía Municipal de Paz de Río es una entidad eficiente en su gestión, fortalecida institucional y financieramente que actúa con principios éticos con miras a mejorar la calidad de vida de sus habitantes, mediante la prestación de servicios oportunos, amables y con sentido social",http://pazderio-boyaca.gov.co/apc-aa-files/33396437343064323539313162373031/escudo-paz-de-rio.png,
Alcaldía Municipal de Pedraza en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47541,,5786536107,,,,http://www.pedraza-magdalena.gov.co,Carrera 5 # 1 - 05,MAGDALENA,PEDRAZA,Adin Farid Barrios,5.881031,-71.892783,"La administración municipal, de acuerdo a lo establecido por la Constitución Política de Colombia, en su artículo 311   %3B    con base a los acuerdos interinstitucionales, apoyado en el principio de “Respeto a la dignidad humana”, buscará mediante un desarrollo participativo y social garantizar los Derechos Humanos en el municipio de Pedraza con énfasis en la calidad de vida y la generación de condiciones para el desarrollo económico.",http://pedraza-magdalena.gov.co/apc-aa-files/38323530346638363961393932383262/escudo_4.jpg,
Alcaldía Municipal de Pelaya en Cesar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,20550,,5.753E+12,,,5755290022,http://www.pelaya-cesar.gov.co,Carrera 8 # 9-105,CESAR,PELAYA,,5.985251,-72.7497,"Nuestra alcaldia busca Construir y mantener un liderazgo desde lo público que exprese clara y vigorosamente la voluntad política de la administración Municipal, luchar contra la corrupción y el fortalecimiento de la ética, mediante alianzas estratégicas entre la sociedad política y la sociedad civil, creando conciencia de lo favorable que es para el desarrollo de un territorio el estar libre de corrupción",http://pelaya-cesar.gov.co/apc-aa-files/62666665363535383933646165373764/escudo-municipio-de-pelaya.jpg,
Alcaldía Municipal de Pensilvania en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17541,,5748541560,,,5768555171,http://www.pensilvania-caldas.gov.co,Carrera 6 # 4 - 06,CALDAS,PENSILVANIA,,10.187828,-74.917897,"El Municipio de Pensilvania construye las bases del desarrollo humano y el cambio social a partir de procesos incluyentes, participativos, y transparentes, mediante la eficiencia administrativa, la aplicación de las políticas públicas, la dinámica intersectorial, la integración regional y la convivencia pacífica   %3B    logrando la mejor gestión y la optimización de los recursos para garantizar la satisfacción de las necesidades básicas de sus habitantes de una manera sostenible.",http://pensilvania-caldas.gov.co/apc-aa-files/61323964336361386562383861373536/escud-para-paginagov.jpg,
Alcaldía Municipal de Peque en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5543,,5782475070,,,5748552043,http://www.peque-antioquia.gov.co,Calle 10 # 9 - 40,ANTIOQUIA,PEQUE,,8.688031,-73.673324,"La Administración Municipal es una Institución Pública, que contribuye al desarrollo integral de la comunidad pequense. A través, de su capacidad de orientación y gestión de planes, programas y proyectos, mediante políticas administrativas basadas en los principios y valores como: Honestidad, responsabilidad, respeto, servicio, justicia, transparencia, cumplimiento y compromiso.",http://peque-antioquia.gov.co/apc-aa-files/65656330313461336638633033323332/escudo_1.jpg,
Alcaldía Municipal de Pereira en Risaralda,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,66001,,5788324036,,,5763248179,http://www.pereira.gov.co,Carrera 7 # 18 - 55,RISARALDA,PEREIRA,Enrique Antonio Vásquez,5.382241,-75.160743," La ALCALDÍA DE PEREIRA, trabajará en el logro de los acuerdos y consensos necesarios para que los atributos, dimensiones, y sus interacciones permitan una acción integradora, urbana y rural, que dignifique la vida de sus habitantes y posibiliten un desarrollo humano sostenible, garantizando la construcción de un proyecto colectivo de ciudad.  La Administración Municipal de Pereira, presta los servicios públicos y asume las competencias, asignadas por la Constitución y la Ley, en función del cumplimiento de los fines esenciales del Estado   %3B    gestiona sus propios intereses y administra sus recursos con transparencia y responsabilidad para el mejoramiento social y cultural de sus habitantes.",http://www.pereira.gov.co/Style%20Library/img/municipio.png,
Alcaldía Municipal de Pesca en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15542,,5748305625,5748305626,,5787784069,http://www.pesca-boyaca.gov.co,Carrera 5 # 4 - 53,BOYACÁ,PESCA,Carlos Arturo Ramirez,6.216348,-75.243507,"Pesca avanza permanentemente en la promoción del desarrollo integral y respeto de los derechos humanos de sus pobladores, atendiendo las necesidades básicas insatisfechas, fortaleciendo un tejido social incluyente y participativo basado en la consolidación de políticas públicas que lo conviertan en un municipio sólido, reconocido por ofrecer servicios con estructura propia, con sistemas administrativos articulados permanentemente con la comunidad, con capacidad de respuesta ante mercados regionales y nacionales, cumpliendo requerimientos de eficacia y eficiencia administrativa.",http://pesca-boyaca.gov.co/apc-aa-files/66386366643232373338616662303537/escudo-pesca.jpg,
Alcaldía Municipal de Piamonte en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19533,,5756868386,,,,http://www.piamonte-cauca.gov.co,Palacio Municipal,CAUCA,PIAMONTE,,7.022013,-75.90887,"Nuestra alcaldia busca Prestar servicios para mejorar la calidad de vida de sus habitantes, Promover nuevas formas de comunicación, participación e integración de los diversos sectores del Municipio de Piamonte, dando la importancia que se merece la mujer como género, la mujer cabeza de hogar, los grupos asociativos y comunidades organizadas, las juntas de acción comunal, los grupos étnicos habitantes en Piamonte, la infancia, la juventud y la población vulnerable, dando funcionalidad a los diferentes comités que están conformados en el municipio.",http://piamonte-cauca.gov.co/apc-aa-files/35633063333438326439653664383435/Escudo.bmp,
Alcaldía Municipal de Piedras en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73547,,5.73144E+11,,,5782834019,http://www.piedras-tolima.gov.co,Parque Principal,TOLIMA,PIEDRAS,Arquímedes Ávila Rondón,4.814653,-75.693787,"La administracion municipal esta encargada de Facilitar la vinculación de factores estratégicos de desarrollo para generar nuevas alternativas de progreso y mejoramiento de la calidad de vida de su gente como forjadores de desarrollo y bienestar, de sus jóvenes esperanza del futuro y sus adultos mayores, herencia y gratitud a toda su pujanza y esfuerzo del pasado para lograr el municipio de hoy, y construir un futuro mejor.",http://piedras-tolima.gov.co/apc-aa-files/66383636626165373736356166613766/escudo.png,
Alcaldía Municipal de Piendamó en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19548,,5775860005,,,5728250921,http://www.piendamo-cauca.gov.co,Carrera 5 # 9-93,CAUCA,PIENDAMÓ,,5.558267,-73.051859,"La Alcaldía Municipal con una gestión pública eficiente, un equipo de trabajo comprometido, el ejercicio de un buen Gobierno, manejo eficiente de los recursos naturales y la participación ciudadana, trabajará integralmente para hacer de Piendamó, un Municipio con más desarrollo social integral, económicamente sostenible, con trato preferencial a la infancia, la adolescencia, los grupos étnicos y demás población vulnerable.",http://piendamo-cauca.gov.co/apc-aa-files/62356231356662323561613134396661/escudo_piendamo_color.jpg,
Alcaldía Municipal de Pijao en Quindío,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,63548,,5718245311,,,5767544025,http://www.pijao-quindio.gov.co,Carrera 4 Cl 12 Esquina,QUINDÍO,PIJAO,Alberto Peña Valencia,1.06529,-76.19731,"Pijao es una entidad territorial con autonomía política-administrativa y fiscal, cuya misión es el mejoramiento de la calidad de vida y bienestar de sus habitantes, la consolidación económica, la recuperación de la identidad local mediante el fortalecimiento del sentido de pertenencia, el respeto por los derechos humanos, la generación de una cultura ciudadana pacifica, participativa e incluyente, para lo cual dispondrá de su talento humano y de una gestión con criterio gerencial que administre con responsabilidad los principios fundamentales de transparencia, justicia y equidad",http://pijao-quindio.gov.co/apc-aa-files/34326531303830616635323964623963/nuevo-escudo-pijao-pequeo.jpg,
Alcaldía Municipal de Pijiño Del Carmen en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47545,,5745510025,,,575592625,http://www.pijinodelcarmen-magdalena.gov.co,Carrera 5 N° 8 - 46,MAGDALENA,PIJIÑO DEL CARMEN,,1.06529,-76.19731,,http://pijinodelcarmen-magdalena.gov.co/apc-aa-files/39633636336538336435616331313466/escudo-sin-fondo.png,
Alcaldía Municipal de Pinchote en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68549,,5745460080,,,5777248788,http://www.pinchote-santander.gov.co,Carrera 5 # 4 - 13,SANTANDER,PINCHOTE,,4.54304,-74.878165,"El municipio de Pinchote es una entidad territorial comprometida con las necesidades básicas de su población, que aprovechando la ubicación geográfica busca a través de la permanente interacción de la comunidad y la administración municipal, efectividad y honestidad en su gestión, para mejorar la calidad de vida de sus habitantes.",http://pinchote-santander.gov.co/apc-aa-files/31376164313539653334343262323865/escudo-pinchote.jpg,
Alcaldía Municipal de Pinillos en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13549,,5756261259,,,5756826011,http://www.pinillos-bolivar.gov.co,Carrera 4 # 10 - 60,BOLÍVAR,PINILLOS,Elkin Alberto Rangel,2.641076,-76.527353,"El Municipio de Pinillos tiene la misión de articular el esfuerzo de todos y todas en pro de objetivos y beneficios comunes, teniendo como principal herramienta la gente, e implementando un nuevo estilo de gobierno que permita superar la crisis fiscal y de gobernabilidad, que recupere la legitimidad y credibilidad, que gestione el desarrollo en concertación con la comunidad de manera transparente y abierta para el progreso de nuestro municipio ",http://pinillos-bolivar.gov.co/apc-aa-files/61373736373436343166633266663262/ESCUDO_PINILLOS_3.JPG,
Alcaldía Municipal de Piojó en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8549,,5718574121,,,,http://www.piojo-atlantico.gov.co,Calle 6 # 4a - 04,ATLÁNTICO,PIOJÓ,,4.332829,-75.704378,"El Municipio de Piojó es un Organismo Operativo de Planificación y en desarrollo Agropecuario, Eco turístico, Micro empresarial, Cultural y Social, que cumple funciones de coordinación entre el Municipio y Departamento así como el apoyo de su gente en gestiones locales. Promueve la Cultura de la planificación participativa para maximizar los recursos del territorio, consolidar el proceso de descentralización, aprovechar mejor las oportunidades para crecer como municipio y organizar las acciones de los agentes e instituciones en torno a los objetivos, medios viabilizar propósitos y generar mecanismos para verificar su cumplimiento.",http://piojo-atlantico.gov.co/apc-aa-files/34333433313363363431363433626438/escudo-piojo.jpg,
Alcaldía Municipal de Pisba en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15550,,5787540321,,,,http://www.pisba-boyaca.gov.co,Parque Principal,BOYACÁ,PISBA,,9.330239,-74.453295,"Pisba como Entidad Territorial, con autonomía política-administrativa y fiscal, tiene como misión fundamental el Buen vivir de sus habitantes, fortaleciendo el desarrollo personal integral que garantice ciudadanos y ciudadanas con altos niveles de autoestima y proyección psicosociocultural, el desarrollo familiar y vecinal que posibilite la armonización de las relaciones que allí se dan y el desarrollo socio ambiental que conlleve a la construcción de una cultura de convivencia e identidad Pisbana basada en principios de respeto, solidaridad y equidad, de complementariedad en la diferencia y respeto a los diferentes ecosistemas, para lo cual dispondrá de su talento humano y de una gestión con criterio gerencial que maneje los nuevos elementos de la Administración.",http://pisba-boyaca.gov.co/apc-aa-files/37326561346664363763386466303932/bandera-de-pisba-definitiva.jpg,
Alcaldía Municipal de Pitalito en Huila,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,41551,,5727265459,,,5788368707,http://www.pitalito-huila.gov.co,Calle 6 # 3 - 48,HUILA,PITALITO,,6.533473,-73.172972,"La misión del Municipio de Pitalito es comprometerse y comprometer la acción del Estado, a través de la gestión, en torno al bienestar del ser humano, utilizando el diálogo permanente con la comunidad rural y urbana, atendiendo las necesidades prioritarias de desarrollo, de acuerdo con los principios y valores de transparencia, eficiencia, eficacia, calidad, solidaridad, compromiso, participación, equidad, honestidad, respeto y responsabilidad",http://pitalito-huila.gov.co/apc-aa-files/38396130616131633034303633636664/escudopitalito.jpg,
Alcaldía Municipal de Pivijay en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47551,,5718559010,,,5784157198,http://www.pivijay-magdalena.gov.co,Calle 4 # 14-05,MAGDALENA,PIVIJAY,,8.94789,-74.217788,"Nuestra alcaldia busca Desarrollar una gestión administrativa, democrática, participativa y dinámica, con la capacidad de transformación e interlocución para trabajar en la solución real de los problemas estructurales que afecten a nuestra comunidad. ",http://pivijay-magdalena.gov.co/apc-aa-files/34326230333965663939316461323566/escudo-pivijay_1.jpg,
Alcaldía Municipal de Planadas en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73555,,5753767471,,,5782265126,http://www.planadas-tolima.gov.co,Carrera 5 # 5 - 13,TOLIMA,PLANADAS,David Lozada Losada,10.747344,-75.105845,"El municipio de Planadas actuando dentro de los límites establecidos por la Constitución y la ley, de forma articulada y en concurrencia con el departamento y la nación, así como con las entidades de carácter privado y comunitario trabaja en favor de sus habitantes, para prestarles los servicios inherentes a su naturaleza y brindarles las oportunidades que contribuyan al mejoramiento de su calidad de vida, desde un enfoque de participación, competitividad y sostenibilidad ambiental.",http://planadas-tolima.gov.co/apc-aa-files/32323438653061393334633663323130/bandera-y-escudo.png,
Alcaldía Municipal de Planeta Rica en Córdoba,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,23555,,5748549635,,,,http://www.planetarica-cordoba.gov.co,Calle 18 # 10 - 09,CÓRDOBA,PLANETA RICA,,5.722797,-72.484575,"La administracion municipal esta encargada de Consolidar un municipio justo y equitativo, que proporcione a todos sus habitantes las condiciones necesarias para el ejercicio de los derechos constitucionales, mediante la prestación oportuna de los bienes, obras y servicios, procurando siempre mejorar la calidad de vida de los ciudadanos y ciudadanas, haciendo uso eficiente y transparente de los recursos públicos.",http://planetarica-cordoba.gov.co/apc-aa-files/37653865396632623336386464376564/planeta_rica_escudo_1.jpg,
Alcaldía Municipal de Plato en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47555,,5752533117,,,5784850621,http://www.plato-magdalena.gov.co,Calle 4 Cra 12 Esquina,MAGDALENA,PLATO,,2.269156,-75.803225,"La alcaldia municipal busca Propender por el desarrollo económico y social del Municipio, para lograr el bienestar de la comunidad, principalmente la población vulnerable, la niñez, el adulto mayor y las madres cabeza de familia.",http://plato-magdalena.gov.co/apc-aa-files/37313230393964613363663135636462/escudo_plato_1.bmp,
Alcaldía Municipal de Policarpa en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52540,,5722565244,,,5727265615,http://www.policarpa-narino.gov.co,Calle 4 # 3-08,NARIÑO,POLICARPA,,1.851432,-76.04595,,http://policarpa-narino.gov.co/apc-aa-files/61353262366432626265343530386136/logo-admon.jpg,
Alcaldía Municipal de Polonuevo en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8558,,5775700387,,,5758764520,http://www.polonuevo-atlantico.gov.co,Calle 3 # 9 - 03,ATLÁNTICO,POLONUEVO,,10.465962,-74.617625,"Una administración municipal orientada bajo el concepto de la alta gerencia, que propende por el mejoramiento del nivel de vida de los polonueveros, por medio de una prestación eficiente, equitativa y económica de los servicios públicos, la implementación de nuevas tecnologías y el desarrollo de programas y proyectos que involucren las fuerzas vivas y productivas del municipio, mediante procesos de concertación o alianzas estratégicas, que permita una eficiente y eficaz administración de la inversión social, optimizándose el manejo de los recursos, para hacer así de Polonuevo un municipio modelo de gestión en la región",http://polonuevo-atlantico.gov.co/apc-aa-files/64663533393665383563653363373831/escudo-polonuevo-ok.jpg,
Alcaldía Municipal de Ponedera en Atlántico,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,8560,,5748348115,,,5758769670,http://www.ponedera-atlantico.gov.co,Calle 11 # 16 - 64,ATLÁNTICO,PONEDERA,,3.193338,-75.646495,"Nuestra alcaldia busca Fomentar el desarrollo social integral, garantizar el acceso a oportunidades de desarrollo económico sostenible del Municipio de Ponedera y sus corregimientos (Martillo, Retirada, Santa Rita y Puerto Giraldo) soportado en una institucionalidad, eficiente, efectiva y eficaz a través de la gestión, elaboración y ejecución de proyectos que permitan el bienestar de la Comunidad.",http://ponedera-atlantico.gov.co/apc-aa-files/33306536333734363035343633616338/escudo_ponedera_1.jpg,
Alcaldía Municipal de Popayán en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19001,,5758769670,,,5728243075,http://www.popayan-cauca.gov.co,Edificio el CAM Carrera 6 # 4 - 21,CAUCA,POPAYÁN,,8.411249,-75.585207,,http://popayan-cauca.gov.co/apc-aa-files/33623931663439616564643434636338/logo-alcalda-municipal_vertical_1.png,
Alcaldía Municipal de Pore en Casanare,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,85263,,5718646163,,,5786388014,http://www.pore-casanare.gov.co,Calle 4 # 16 - 45,CASANARE,PORE,,9.846986,-74.235175,"La administracion municipal se encarga de Lograr el bienestar común de la población de Pore, el aprovechamiento de los recursos humanos y naturales de manera sostenible para posibilitar una comunidad progresista afianzada cultural, productiva y socialmente en la democracia y así coadyuvar en un mañana con igualdad social.",http://pore-casanare.gov.co/apc-aa-files/65363337343938333531393637633739/escudo_pore_small_3.jpg,
Alcaldía Municipal de Potosí en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52560,,5777258910,,,5727263084,http://www.potosi-narino.gov.co,Calle 7 Parque La Inmaculada,NARIÑO,POTOSÍ,,1.628978,-77.460366,"El municipio de Potosí como entidad fundamental de la división político-administrativa del Estado, le corresponde la prestación de los servicios públicos que determine la ley, construir obras que demande el progreso local, ordenar el desarrollo de su territorio, promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes y articular las demás funciones que le otorgue la ley, en función del desarrollo integral del territorio municipal. ",http://potosi-narino.gov.co/apc-aa-files/65373234363835656130396162383730/esccudo_potosi_1.jpg,
Alcaldía Municipal de Pradera en Valle Del Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,76563,,5718577069,,,5752672155,http://www.pradera-valle.gov.co,Calle 6 Carrera 11 esquina,VALLE DEL CAUCA,PRADERA,Adolfo León Escobar,10.777109,-74.856598,"Nuestra alcaldia esta encargada de Realizar acciones direccionadas al crecimiento integral de los Pradereños, sustentadas mediante una gestión transparente, con responsabilidad social, que garantice a la población niveles más altos de desarrollo, optimizando recursos en armonía con el medio ambiente y en articulación con el sector privado",http://www.pradera-valle.gov.co/img/municipio.png,
Alcaldía Municipal de Prado en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73563,,5752499052,,,5782277044,http://www.prado-tolima.gov.co,Carrera 6 # 9 - 37,TOLIMA,PRADO,,10.63896,-74.747407,"Nuestra Misión como Administración Municipal es propender por el mejoramiento de la calidad de vida de todos los habitantes, contribuyendo a la satisfacción oportuna de sus necesidades básicas esenciales. Facilitar la utilización de Tecnología de Punta para la dinamizacion de los sectores productivos del Municipio, para generar nuevas oportunidades de trabajo que coadyuven al bienestar de la comunidad.",http://prado-tolima.gov.co/apc-aa-files/64366564323964316366323662363631/ESCUDO_PRADO.jpg,
Alcaldía Municipal de Providencia en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52565,,5748610539,5748610555,,5727496096,http://www.providencia-narino.gov.co,Palacio Municipal,NARIÑO,PROVIDENCIA,,2.441989,-76.60577,"Providencia es un municipio que apoya y gestiona con transparencia, celeridad, responsabilidad y compromiso los procesos que contribuyen en la construcción de un territorio seguro, equitativo, sostenible ambiental y socialmente, basado en la confianza institucional y la organización social en su apuesta de desarrollo, articulando elementos internacionales, nacionales, regionales y locales.",http://providencia-narino.gov.co/apc-aa-files/39653638633837653965373338316439/escudo.png,
"Alcaldía Municipal de Providencia en san andrés y providencia",4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,88564,,5788784011,,,5775148699,http://www.providencia-sanandres.gov.co,Palacio Municipal,"san andrés y providencia",providencia,Arturo Arnulfo Robinson,5.728435,-71.995589,"La administracion esta encargada de Mejorar la calidad de vida y bienestar de los habitantes del Municipio de Providencia y Santa Catalina islas, la recuperación de la identidad isleña, el fortalecimiento del sentido de pertenencia, el respeto por los derechos humanos, la generación de una cultura democrática y la importancia de la participación ciudadana en la toma de decisiones económica, social, política y cultural, de esta manera garantizar el conocimiento de los asuntos públicos y sus derechos políticos como objeto del desarrollo social, involucrando a todos los actores sociales en la conformación de estrategias que involucren al sector publico, comunidad y agentes económicos, buscando la construcción de opciones de vida que permite un desarrollo sostenible del Municipio.",http://providencia-sanandres.gov.co/apc-aa-files/64633434386265373164666365393034/escudo_2.jpg,
Alcaldía Municipal de Pueblo Bello en Cesar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,20570,,5748578602,5748578812,,5755793217,http://www.pueblobello-cesar.gov.co,Calle 9 # 10 - 25,CESAR,PUEBLO BELLO,,0.804738,-77.573948,"El Municipio debe velar por el mejoramiento de la calidad de vida de sus habitantes mediante el diseño y ejecución de programas que mejoren la salud, la educación, la cultura, la vivienda y el entorno, la calidad y cobertura de servicios públicos   %3B    promover el desarrollo económico social con criterio de sostenibilidad ambiental y participación de los diferentes actores involucrados.",http://pueblobello-cesar.gov.co/apc-aa-files/31636231643131383661633632333434/escudo2.jpg,
